,misinfo,topic,polling_firm,sponsor,academic_comm,date,question,link,correct,leaning correct,incorrect,leaning incorrect,dk,not sure,refused_na,no opinion,undecided,misinformation,n_options,explicit_dk,explicit_ns,matter_of_opinion,n,mode,l_congenial_options,r_congenial_options,correct_valence ,prompt_type ,ire,footnotes
118,Y,Iraq Mil. Deaths,Pew Research Center for the People & the Press,Pew Research Center for the People and the Press,1,10/16-19/09,"Since the start of military action in Afghanistan, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 400, around 900, around 1,500, or around 2,500 troop deaths?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  afghanistan&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1004&qstn_list=&qstnid=1749364&qa_list=&qstn_id4=1749364&study_list=&lastSearchId=317673080748&archno=&keywordDisplay=,25,0,67,0,8,0,0,0,0,,4,N,N,Y,"1,004",telephone,2,1,N,TBYK,N,Don't know/Refused (8%)
119,Y,Iraq Mil. Deaths,Opinion Research Corporation,Pew Research Center for the People and the Press,1,03/26-29/09,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.)...Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 2,300, around 3,300, around 4,300 or around 5,300 troop deaths?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=March 26-29, 2009&sample=1003&qstn_list=&qstnid=1730753&qa_list=&qstn_id4=1730753&study_list=&lastSearchId=317673080800&archno=USPEW2009-03UPDATE&keywordDisplay=",38,0,60,0,2,0,0,0,0,,4,N,N,Y,"1,003",telephone,1,2,N,TBYK,N,Don't know/Refused (2%)
120,Y,Iraq Mil. Deaths,Opinion Research Corporation,Pew Research Center for the People and the Press,1,08/16-19/07,"Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 1,500, around 2,500, around 3,500, or around 4,500 troop deaths?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=August 16-19, 2007&sample=1005&qstn_list=&qstnid=1703715&qa_list=&qstn_id4=1703715&study_list=&lastSearchId=317673080810&archno=USPEW2007-08POL&keywordDisplay=",54,0,44,0,2,0,0,0,0,,4,N,N,Y,"1,005",telephone,1,2,N,TBYK,N,Don't know/Refused (2%)
121,Y,Deficit Bush,Ipsos-Public Affairs,Reuters,0,10/07-11/10,"As far as you know or recall, did the size of the yearly US (United States) budget deficit, otherwise known as government debt, increase, decrease or stay the same during George W. Bush's time as President?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during AND  george AND  w&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Reuters&studydate=01-JAN-34&sample=1038&qstn_list=&qstnid=1774273&qa_list=&qstn_id4=1774273&study_list=&lastSearchId=317673080823&archno=&keywordDisplay=,70,0,24,0,5,0,0,0,0,,3,N,N,Y,"1,038",telephone,,,,AFYK,N,Don't know/Refused/Not sure (5%)
122,Y,Deficit Clinton,Ipsos-Public Affairs,Reuters,0,10/07-11/10,"As far as you know or recall, did the size of the yearly US (United States) budget deficit, otherwise known as government debt, increase, decrease or stay the same during Bill Clinton's time as President?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during AND  george AND  w&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Reuters&studydate=01-JAN-34&sample=1038&qstn_list=&qstnid=1774268&qa_list=&qstn_id4=1774268&study_list=&lastSearchId=317673080823&archno=&keywordDisplay=,38,0,48,0,13,0,0,0,0,,3,N,N,Y,"1,038",telephone,,,,AFYK,N,Don't know/Refused/Not sure (13%)
123,Y,Deficit Bush,Ipsos-Public Affairs,Reuters,0,07/22-25/10,"As far as you know or recall, did the size of the yearly US (United States) budget deficit, otherwise known as government debt, increase, decrease or stay the same during George W. Bush's time as President?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during AND  george AND  w&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Reuters&studydate=01-JAN-34&sample=1075&qstn_list=&qstnid=1774374&qa_list=&qstn_id4=1774374&study_list=&lastSearchId=317673080823&archno=&keywordDisplay=,75,0,22,0,4,0,0,0,0,,3,N,N,Y,"1,075",telephone,,,,AFYK,N,Don't know/Refused/Not sure (4%)
124,Y,Deficit Clinton,Ipsos-Public Affairs,Reuters,0,07/22-25/10,"As far as you know or recall, did the size of the yearly US (United States) budget deficit, otherwise known as government debt, increase, decrease or stay the same during Bill Clinton's time as President?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during AND  george AND  w&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Reuters&studydate=01-JAN-34&sample=1075&qstn_list=&qstnid=1774373&qa_list=&qstn_id4=1774373&study_list=&lastSearchId=317673080823&archno=&keywordDisplay=,45,0,46,0,9,0,0,0,0,,3,N,N,Y,"1,075",telephone,,,,AFYK,N,Don't know/Refused/Not sure (9%)
125,N,Deficit Obama,Opinion Dynamics,Fox News,0,04/22-23/09,"Since (Barack) Obama took office (as president January 20, 2009), do you think the size of the government has gotten bigger, smaller, or stayed the same?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  (barack) AND  obama AND  took AND  office AND  (as AND  president AND  january 20 2009) AND  do AND  you AND  think AND  the AND  size AND  of AND  the AND  government AND  has AND  gotten bigger smaller or stayed AND  the AND  same&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Fox News&studydate=01-JAN-34&sample=900&qstn_list=&qstnid=1733095&qa_list=&qstn_id4=1733095&study_list=&lastSearchId=317673081028&archno=&keywordDisplay=,42,0,50,0,8,0,0,0,0,,3,N,N,Y,900,telephone,,,,DYT,N,
126,N,Unemployment,Princeton Suvery Research Associates International,Pew Research Center for the People and the Press,1,01/14-17/10,"(Next I'd like to ask about some things that have been in the news. Please answer as best you can. If you don't know the answer just tell me and we'll move to the next question.)...Do you happen to know if the national unemployment rate is currently closer to...5%, 10%, 15%, or 20%?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=you AND  happen AND  to AND  know AND  if AND  the AND  national AND  unemployment AND  rate AND  is AND  currently AND  closer AND  to&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=January 14-17, 2010&sample=1003&qstn_list=&qstnid=1755024&qa_list=&qstn_id4=1755024&study_list=&lastSearchId=317673080867&archno=USPEW2010-01&keywordDisplay=",55,0,32,0,12,0,0,0,0,,5,Y,N,Y,"1,003",telephone,1,2,N,DYHTK,N,Don't know/Refused (12%)
127,N,Dow Jones,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,01/14-17/10,"Next I'd like to ask about some things that have been in the news. Please answer as best you can. If you don't know the answer just tell me and we'll move to the next question....Do you happen to know if the Dow Jones Industrial Average is currently closer to...3,000, 5,000, 10,000 or 20,000?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=you AND  happen AND  to AND  know AND  if AND  the AND  dow AND  jones AND  industrial AND  average AND  is AND  currently AND  closer AND  to&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=January 14-17, 2010&sample=1003&qstn_list=&qstnid=1755021&qa_list=&qstn_id4=1755021&study_list=&lastSearchId=317673080984&archno=USPEW2010-01&keywordDisplay=",36,0,16,0,48,0,0,0,0,,5,Y,N,Y,"1,003",telephone,1,2,N,DYHTK,N,Don't know/Refused (48%)
128,N,Unemployment,Opinion Research Corporation,Pew Research Center for the People and the Press,0,03/26-29/09,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.)...Do you happen to know if the national unemployment rate is currently closer to...4%, 8%, 12% or 16%?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=you AND  happen AND  to AND  know AND  if AND  the AND  national AND  unemployment AND  rate AND  is AND  currently AND  closer AND  to&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=March 26-29, 2009&sample=1003&qstn_list=&qstnid=1730754&qa_list=&qstn_id4=1730754&study_list=&lastSearchId=317673080925&archno=USPEW2009-03UPDATE&keywordDisplay=",53,0,55,0,2,0,0,0,0,,4,N,N,Y,"1,003",telephone,2,1,N,DYHTK,N,Don't know/Refused (2%)
129,N,Dow Jones,Opinion Research Corporation,Pew Research Center for the People and the Press,0,03/26-29/09,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.)...Do you happen to know if the Dow Jones Industrial Average is currently closer to...3,000, 5,000, 8,000 or 11,000?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=you AND  happen AND  to AND  know AND  if AND  the AND  dow AND  jones AND  industrial AND  average AND  is AND  currently AND  closer AND  to&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=March 26-29, 2009&sample=1003&qstn_list=&qstnid=1730748&qa_list=&qstn_id4=1730748&study_list=&lastSearchId=317673080994&archno=USPEW2009-03UPDATE&keywordDisplay=",40,0,38,0,22,0,0,0,0,,4,N,N,Y,"1,003",telephone,2,1,N,DYHTK,N,Don't know/Refused (22%)
130,N,Dow Jones,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,12/04-07/08,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.) Do you happen to know if the Dow Jones Industrial Average is currently closer to 2,000, 4,000, 8,000, or 13,000?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=you AND  happen AND  to AND  know AND  if AND  the AND  dow AND  jones AND  industrial AND  average AND  is AND  currently AND  closer AND  to&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=December 4-7, 2008&sample=1000&qstn_list=&qstnid=1722814&qa_list=&qstn_id4=1722814&study_list=&lastSearchId=317673081003&archno=USPEW2008-12KNOW&keywordDisplay=",45,0,31,0,24,0,0,0,0,,4,N,N,Y,"1,000",telephone,2,1,N,DYHTK,N,Don't know/Refused (24%)
131,Y,Voter Fraud 2016,Quinnipiac University,Quinnipiac University,1,03/16-21/17,"Do you believe that 3-5 million people voted illegally in the 2016 presidential election through widespread voter fraud, or not?",http://www.pollingreport.com/politics.htm,63,0,29,0,0,8,0,0,0,,2,N,N,Y,"1,056",online,,,,DYB,N,Unsure/No answer (8%)
132,Y,Voter Fraud 2016,Quinnipiac University,Quinnipiac University,1,02/02-06/17,"Do you believe that 3-5 million non-citizens voted in the 2016 presidential election through widespread voter fraud, or not?",http://www.pollingreport.com/politics.htm,61,0,28,0,0,11,0,0,0,,2,N,N,Y,"1,155",online,,,,DYB,N,Unsure/No answer (11%)
133,Y,Voter Fraud 2016,Morning Consult,Politico,0,01/26-28/17,"As you may know, President Trump has said he believes between 3 million to 5 million votes may have been cast illegally. Do you believe 3 million to 5 million votes were cast illegally, or not?",http://www.politico.com/f/?id=00000159-f6e7-da98-a77d-f6f7cba90001,44,0,25,0,31,0,0,0,0,,2,N,N,Y,"1,991",online,,,,DYB,Y,Don't Know/No Opinion (31%)
134,Y,Crime Illegal Imm.,CBS News,CBS News,0,02/17-21/17,"Compared to American citizens, how likely do you think ILLEGAL immigrants are to commit crimes? Are illegal immigrants more likely, less likely, or about as likely to commit crimes as American citizens?",http://www.pollingreport.com/immigration.htm,17,0,83,0,0,3,0,0,0,,3,N,N,Y,"1,280",online,,,,DYT,N,Unsure/No answer (3%)
135,N,Crime Imm.,Ipsos-Public Affairs,AP,0,05/15-17/06,"Generally, do you think immigrants are more likely to be involved in criminal activity than people born here, less likely, or isn't there much difference?",http://www.pollingreport.com/immigration3.htm,12,0,87,0,0,1,0,0,0,,3,N,N,Y,"1,001",online,,,,DYT,N,Unsure (1%)
136,Y,Vaccines,CBS News,CBS News,0,02/13-17/15,"In general, how safe are vaccines given to children for diseases like measles, mumps, and rubella: very safe, somewhat safe, not very safe, or not safe at all?*",http://www.pollingreport.com/health2.htm,61,0,34,0,0,4,0,0,0,,4,N,N,N,"1,006",online,,,,N/A,N,Unsure/No answer (4%)
137,Y,Vaccines,Anderson Robbins Research/Shaw & Co. Research,Fox News,0,02/08-10/15,"In general, how safe do you think vaccines are?...Extremely, very, somewhat, not at all",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=vaccines AND  safe&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Fox News&studydate=01-JAN-34&sample=1044&qstn_list=&qstnid=1859674&qa_list=&qstn_id4=1859674&study_list=&lastSearchId=317673081247&archno=&keywordDisplay=,29,0,67,0,3,0,0,0,0,,4,N,N,Y,"1,044",telephone,,,,DYT,N,landline(641)/cellular(403)
138,Y,Vaccines,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,02/05-08/15,"Thinking about vaccines for diseases such as measles, mumps, and rubella, do you think these vaccines are safe for healthy children or are they not safe for healthy children?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=vaccines AND  safe&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=February 5-8, 2015&sample=1003&qstn_list=&qstnid=1859556&qa_list=&qstn_id4=1859556&study_list=&lastSearchId=317673081264&archno=USPEW2015-WK0205&keywordDisplay=",83,0,9,0,7,0,0,0,0,,2,N,N,Y,"1,003",telephone,,,,DYT,N,Don't know/Refused (7%); landline(501)/cellular(502)
139,N,Vaccines,GfK Knowledge Networks,AP,0,03/20-24/14,"(On the next few screens, you'll see a series of statements about science and medicine. For each of them, please indicate how confident you are that the statement is correct・Childhood vaccines are safe and effective)・Extremely confident, very confident, somewhat confident, not too confident, not at all confident",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=vaccines AND  safe&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Associated Press&studydate=01-JAN-34&sample=1012&qstn_list=&qstnid=1848780&qa_list=&qstn_id4=1848780&study_list=&lastSearchId=317673081277&archno=&keywordDisplay=,20,0,78,0,0,0,3,0,0,,5,N,N,N,"1,012",telephone,,,,N/A,N,Refused/Not asnwered (3%)
140,Y,Vaccines,Social Science Research Solutions/ICR,Harvard School of Public Health,1,09/14-20/09,"In general, how safe are the vaccines routinely given to young children, such as the vaccine for polio, measles, mumps, rubella, and pertussis or whooping cough?...Very safe, somewhat safe, not very safe, not at all safe",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=vaccines AND  safe&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Harvard School of Public Health&studydate=01-JAN-34&sample=1042&qstn_list=&qstnid=1748570&qa_list=&qstn_id4=1748570&study_list=&lastSearchId=317673081291&archno=&keywordDisplay=,59,0,40,0,0,1,0,0,0,,4,N,N,N,"1,042",telephone,,,,N/A,N,Don't know (1%)
141,Y,Vaccines,CBS News,CBS News,0,02/13-17/15,"How likely do you think it is that vaccines given to children for diseases like measles, mumps, and rubella can cause neurological disorders like autism: very likely, somewhat likely, not very likely, or not at all likely?",http://www.pollingreport.com/health2.htm,32,0,62,0,0,6,0,0,0,,4,N,N,Y,"1,006",online,,,,DYT,N,Unsure/No answer (6%)
142,Y,GW Happening,AP/NORC Center for Public Affairs Research,NORC,1,11/20/14-12/01/14,"Do you think that global warming is happening, or do you think global warming is not happening?",pdf,56,0,20,0,0,23,1,0,0,,2,N,N,Y,"1,578",telephone,,,,DYT,N,
143,Y,GW Happening,GfK Public Affairs & Corporate Communications,AP,0,10/03-07/13,"What is your personal opinion? Do you think that the world's temperature: probably has been going up over the past 100 years, probably has not been going up over the past 100 years",pdf,74,0,24,0,0,0,2,0,0,,2,N,N,Y,"1,227",online,,,,DYT,N,Refused/Not answered (2%) 
144,Y,Vaccines,Abt SRBI,Pew Research Center for the People and the Press,1,05/10/16-06/10/16,"Thinking about childhood vaccines for measles, mumps, and rubella (MMR), how would you rate・the preventive health benefits?...Very high, high, medium, low, very low",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=vaccines&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=4563&qstn_list=&qstnid=1890778&qa_list=&qstn_id4=1890778&study_list=&lastSearchId=317673097361&archno=&keywordDisplay=,45,0,53,0,0,0,2,0,0,,5,N,N,N,"4,563",mixed,,,,N/A,N,No answer (2%); online(4091)/telephone or mail(472)
145,Y,Vaccines,Abt SRBI,Pew Research Center for the People and the Press,1,05/10/16-06/10/16,"Thinking about childhood vaccines for measles, mumps, and rubella (MMR), how would you rate・the risk of side effects?...Very high, high, medium, low, very low",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=vaccines&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=4563&qstn_list=&qstnid=1890777&qa_list=&qstn_id4=1890777&study_list=&lastSearchId=317673097420&archno=&keywordDisplay=,38,0,61,0,0,0,1,0,0,,5,N,N,N,"4,563",mixed,,,,N/A,N,No answer (1%); online(4091)/telephone or mail(472)
146,Y,Vaccines,Gallup Organization,Gallup Organization,0,02/28/15-03/01/15,"From what you have read or heard, do you personally think certain vaccines do--or do not--cause autism in children, or are you unsure?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=vaccines&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=February 28-March 1, 2015&sample=1015&qstn_list=&qstnid=1860429&qa_list=&qstn_id4=1860429&study_list=&lastSearchId=317673097429&archno=USAIPOGNS2015-TR0228&keywordDisplay=",41,0,6,0,0,52,0,0,0,,3,N,Y,Y,"1,015",telephone,,,,DYPT,N,
147,Y,Obama Citizenship,ABC News/Washington Post,ABC News/Washington Post,0,04/22-25/10,"Where was Barack Obama born, as far as you know?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=April 22-25, 2010&sample=1001&qstn_list=&qstnid=1777739&qa_list=&qstn_id4=1777739&study_list=&lastSearchId=317673097547&archno=USABCWASH2010-1109&keywordDisplay=",60,0,22,0,19,0,0,0,0,,0,N,N,Y,"1,001",telephone,,,,AFYK,N,CORRECT=Honolulu/Hawaii (48%)+America/United States (general) (12%)
148,Y,GW Happening,The Woods Institute for the Environment at Stanford University,Planet Green,1,07/23-28/08,"As far as you know, would you say that average temperature around the world have been higher in the last three years than before that, lower, or about the same?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Planet Green, The Woods Institute for the Environment at Stanford University&studydate=July 23-28, 2008&sample=1000&qstn_list=&qstnid=1713063&qa_list=&qstn_id4=1713063&study_list=&lastSearchId=317673097547&archno=USABC2008-1067&keywordDisplay=",58,0,39,0,0,0,0,3,0,,3,N,N,Y,"1,000",telephone,,,,AFYK,N,
149,Y,GW Happening,ABC News/Washington Post,Stanford University,1,04/05-10/07,"As far as you know, would you say that average temperature around the world have been higher in the last three years than before that, lower, or about the same?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Stanford University&studydate=April 5-10, 2007&sample=1002&qstn_list=&qstnid=1679581&qa_list=&qstn_id4=1679581&study_list=&lastSearchId=317673097547&archno=USABCWASH2007-1035&keywordDisplay=",56,0,37,0,0,0,0,7,0,,3,N,N,Y,"1,002",telephone,,,,AFYK,N,
150,Y,GW Happening,ABC News,Time/Stanford University,1,03/09-14/06,"As far as you know, would you say that average temperature around the world have been higher in the last three years than before that, lower, or about the same?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Time, Stanford University&studydate=March 9-14, 2006&sample=1002&qstn_list=&qstnid=1646919&qa_list=&qstn_id4=1646919&study_list=&lastSearchId=317673097547&archno=USABC2006-1009&keywordDisplay=",56,0,41,0,0,0,0,3,0,,3,N,N,Y,"1,002",telephone,,,,AFYK,N,
151,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,12/04-07/08,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.) Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 2,200, around 3,200, around 4,300, or around 5,200?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=December 4-7, 2008&sample=1000&qstn_list=&qstnid=1722809&qa_list=&qstn_id4=1722809&study_list=&lastSearchId=317673098017&archno=USPEW2008-12KNOW&keywordDisplay=",40,0,56,0,4,0,0,0,0,,4,N,N,Y,"1,000",telephone,,,,TBYK,N,Don't know/Refused (4%)
152,Y,Iraq Mil. Deaths,Opinion Research Corporation,Pew Research Center for the People and the Press,1,04/04-07/08,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.) Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 2,000, around 3,000, around 4,000, or around 5,000 troop deaths?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1005&qstn_list=&qstnid=1703165&qa_list=&qstn_id4=1703165&study_list=&lastSearchId=317673098017&archno=&keywordDisplay=,60,0,37,0,3,0,0,0,0,,4,N,N,Y,"1,005",telephone,,,,TBYK,N,Don't know/Refused (3%)
153,Y,Iraq Mil. Deaths,Opinion Research Corporation,Pew Research Center for the People and the Press,1,02/28/08-03/02/08,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.)...Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 2,000, around 3,000, around 4,000, or around 5,000?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=February 28-March 2, 2008&sample=1003&qstn_list=&qstnid=1701671&qa_list=&qstn_id4=1701671&study_list=&lastSearchId=317673098065&archno=USPEW2008-02UPDATE&keywordDisplay=",28,0,69,0,3,0,0,0,0,,4,N,N,Y,"1,003",telephone,,,,TBYK,N,Don't know/Refused (3%)
